Time,Value
140,-0.725649787
141,-0.361404308
142,-0.343623371
143,0.900881174
144,1.386467018
145,1.025375966
146,1.428959653
147,1.668897198
148,1.165695531
149,2.599592098
150,2.366317048
151,1.656409807
152,1.002598605
153,-1.399099254
154,-2.018680834
155,-3.200693755
156,-3.082848504
157,-4.044601026
158,-1.796888389
159,-1.970699819
160,0.11062331
161,-0.213022813
162,0.431384709
163,-0.674026923
164,0.829573831
165,1.273486655
166,1.200046221
167,1.115127328
168,2.032109058
169,2.193804397
170,0.873172621
171,0.153619754
172,-0.792569266
173,1.020155998
174,0.860055702
175,1.120329057
176,1.097479012
177,2.355983469
178,1.608884394
179,2.779284116
180,3.426595591
181,2.28760486
182,0.958417048
183,0.717658538
184,0.466863781
185,-0.247125779
186,0.926176769
187,-0.305543682
188,0.265170296
189,0.505049345
190,0.153739511
191,-0.723803162
192,-0.713172226
193,-0.092970785
194,0.556644583
195,0.804592804
196,0.465385034
197,1.872931854
198,1.807830125
199,1.740884497
200,-0.268664768
201,-0.332494551
202,-0.199160808
203,0.805133529
204,1.334272419
205,2.106999036
206,2.356302338
207,1.793617531
208,1.070072161
209,-0.409389942
210,-0.808470823
211,-0.062199517
212,-2.84526347
213,-1.310841012
214,-2.345857548
215,-2.390633536
216,-1.340611596
217,-2.045904888
218,-1.317765588
219,-0.478028741
220,1.093368398
221,0.785489579
222,-0.835693915
223,-1.876418889
224,-1.000998678
225,-0.898772824
226,1.101190518
227,2.176128496
228,2.066723357
229,3.495257646
230,4.500383393
231,5.51568244
232,5.427405907
233,3.830298708
234,4.905229609
235,4.77194076
236,5.664892563
237,3.899571016
238,2.08681572
239,1.568378542
240,0.63348529
241,2.193868793
242,2.525203177
243,3.675390572
244,4.1430783
245,3.033763981
246,1.922687854
247,2.066246043
248,2.417722532
249,2.394996158
250,1.118198363
251,1.200081664
252,1.00914008
253,0.800398395
254,-0.128487633
255,-0.904718896
256,1.331798056
257,1.388783228
258,2.231438555
259,3.434856863
260,3.489184255
261,3.47441075
262,2.869231128
263,4.265100861
264,4.508649263
265,2.630009166
266,0.29841548
267,1.483415514
268,1.483967008
269,2.36953104
270,2.354112609
271,3.019681596
272,3.857101577
273,2.892761656
274,1.494349184
275,2.08075117
276,1.668120391
277,0.840064891
278,2.262022378
279,2.424740385
280,1.79294442
281,1.717087206
282,1.605721379
283,3.807706936
284,4.433189146
285,4.907980541
286,5.328948765
287,6.800144706
288,8.147740522
289,6.511315576
290,6.068589524
291,5.720498082
292,4.912849895
293,5.939693148
294,4.814461627
295,5.153440852
296,6.668653676
297,5.749593276
298,6.42040392
299,6.263022854
300,6.112275858
301,5.204580827
302,5.282719601
303,5.299761079
304,3.781990641
305,2.301035921
306,1.753564327
307,2.015084641
308,1.469600621
309,1.593108016
310,0.765409367
311,1.303503271
312,1.63321633
313,2.435470648
314,2.845498553
315,2.20702578
316,0.949875151
317,2.814798489
318,1.58975224
319,2.956156805
320,2.942016817
321,2.208457403
322,1.457311552
323,2.234952301
324,1.708363166
325,0.501478717
326,-0.167075174
327,-0.517259532
328,-1.019998045
329,-0.800029342
330,-1.654258676
331,-2.699775502
332,-3.649220196
333,-3.313157779
334,-2.940528714
335,-2.278901365
336,-2.85952088
337,-3.051981025
338,-1.701930895
339,-1.746787024
340,-0.503096968
341,-0.415140055
342,-1.612070596
343,-2.515358375
344,-1.578492634
345,-2.070406184
346,-2.119517195
347,-1.950317022
348,0.222524922
349,-0.837812925
350,-0.107833131
351,0.02175961
352,0.640655291
353,-0.214854439
354,-0.806383487
355,0.896000286
356,-0.096628518
357,0.482594697
358,0.483120356
359,-0.714578495
360,-0.078907706
361,-0.162702684
362,0.170483282
363,1.039251412
364,2.140372257
365,3.362785421
366,5.329506236
367,5.962827821
368,4.356149893
369,2.90535784
370,2.568404201
371,2.337903563
372,3.050484342
373,3.23652525
374,2.651678719
375,2.007330894
376,2.288911589
377,3.600450683
378,3.02045581
379,2.727786787
380,2.688029953
381,2.921624732
382,3.18840605
383,3.441735022
384,3.20984933
385,2.733221192
386,3.219659697
387,4.707699204
388,3.89232427
389,2.854527261
390,2.930641648
391,2.596024259
392,2.949676915
393,2.251845164
394,1.880397575
395,2.070205611
396,0.092905233
397,-1.508860653
398,-1.081725377
399,0.909546559
400,1.501153142
401,1.956027242
402,2.390073414
403,0.362906633
404,1.871841029
405,2.80119149
406,2.612449394
407,3.346115122
408,2.156536909
409,1.655691022
410,0.284213497
411,0.758472778
412,2.618237451
413,1.057711883
414,2.049387744
415,2.269856686
416,2.768117264
417,2.713974347
418,2.237930126
419,1.387572017
420,0.743529487
421,0.200243719
422,1.565384598
423,2.281263441
424,2.82348603
425,4.075317063
426,3.311317083
427,3.527745471
428,3.84062843
429,3.186781678
430,2.372634088
431,1.436866784
432,4.261053057
433,3.065463825
434,3.69224117
435,2.40560149
436,2.049276625
437,1.088893846
438,2.036513015
439,2.176990049
440,1.690244412
441,-0.57031353
442,0.265698634
443,-0.186917092
444,-0.716871869
445,1.318596472
446,-0.084387318
447,0.413801938
448,1.492918355
449,0.482828742
450,1.110923883
451,1.481410754
452,0.997535265
453,-0.463704108
454,0.391307551
455,-0.708359092
456,0.994048075
457,1.186608592
458,0.509932467
459,2.063549385
460,4.901773885
461,4.629357178
462,2.670785372
463,4.057131057
464,2.210307574
465,1.026808492
466,2.471169038
467,0.794874263
468,0.166640483
469,0.601728604
470,0.138948214
471,-0.522614015
472,0.218226464
473,0.600703847
474,1.343874305
475,1.803629202
476,1.440486468
477,1.992574977
478,1.818356293
479,1.529622045
480,0.177835654
481,1.724797285
482,1.468842065
483,0.588498845
484,0.359825738
485,0.007435747
486,-1.557948971
487,-2.499768041
488,-1.432869115
489,-2.385300823
490,-3.708644159
491,-2.815903165
492,-1.236757504
493,0.078745226
494,-2.313494745
495,-2.091479077
496,-2.832219212
497,-1.938086606
498,-2.007936456
499,-1.372766104
500,-1.505152717
501,-0.683158299
502,0.719848346
503,1.205520972
504,0.392383467
505,-1.140374634
506,-0.246990896
507,1.248863739
508,1.391080609
509,0.205750091
510,0.161153699
511,0.851976076
512,-0.534727723
513,-0.144586887
514,-1.368109807
515,-0.441856526
516,-0.438148696
517,-0.110524655
518,0.08881237
519,0.125790007
520,0.845683763
521,-1.119670815
522,-0.977758
523,-1.212143493
524,-1.47614294
525,-2.894162262
526,-5.101552878
527,-4.1085653
528,-2.692510666
529,-2.282405798
530,-1.807411101
531,0.681260046
532,-0.011406593
533,1.641051049
534,0.934943937
535,0.398110308
536,0.287707305
537,-0.849730595
538,0.097807912
539,0.081644019
540,-0.975402524
541,-0.973962124
542,-1.401137541
543,-0.885452341
544,-2.586640433
545,-2.141400784
546,-3.344897492
547,-2.491243553
548,-3.163138569
549,-3.587706055
550,-3.302300723
551,-2.187069989
552,-1.9415836
553,-1.432465541
554,-0.515394398
555,-1.25285729
556,-3.024337724
557,-3.109254339
558,-1.772773857
559,-0.006460129
560,0.701296431
561,1.171235373
562,1.896297416
563,-0.547455735
564,-0.369817213
565,-0.042724326
566,0.574852754
567,2.265510351
568,1.50340712
569,1.366636478
570,0.211772001
571,1.021641518
572,1.395115079
573,0.569964438
574,-1.91668027
575,-2.337409741
576,-2.994571328
577,-4.897687822
578,-2.916726807
579,-2.518705642
580,-2.584030467
581,-2.542548086
582,-2.867322278
583,-3.855656524
584,-4.900140784
585,-5.398038534
586,-4.985478847
587,-5.758539205
588,-3.94817576
589,-3.671086368
590,-4.368433984
591,-5.491230052
592,-3.842910465
593,-3.124429258
594,-3.325317343
595,-2.977211713
596,-2.998053114
597,-4.453686896
598,-3.432653386
599,-3.793124989
600,-2.709722646
601,-1.79129191
602,-0.738134109
603,-0.150803434
604,0.877505381
605,0.659116056
606,1.6417595
607,1.781127038
608,1.754474911
609,1.41306853
610,0.888232711
611,0.945133313
612,-0.216626836
613,0.603383614
614,1.050497397
615,1.030665497
616,-0.064126181
617,-0.124651189
618,-0.629886635
619,-1.64133352
620,-1.569205581
621,-1.425365707
622,-0.921718616
623,-1.468853393
624,-0.703942289
625,0.148093475
626,1.242022904
627,1.123808098
628,0.071270638
629,-2.266116166
630,0.530222524
631,1.723935504
632,0.653062378
633,0.886660132
634,1.951673761
635,2.432883883
636,1.191093004
637,2.588351064
638,2.436633444
639,0.679375672
640,-0.08241802
641,0.614313901
642,2.310155642
643,1.08320988
644,1.818759486
645,0.87805275
646,2.424468518
647,1.44459057
648,2.728223466
649,2.18882379
650,0.422938183
651,-0.417768115
652,-0.907934636
653,-1.271506864
654,-1.197641695
655,-0.023844814
656,1.176218162
657,1.07178088
658,1.061350603
659,1.296118456
660,2.713593478
661,2.214091561
662,2.085529964
663,1.169857484
664,1.042320959
665,2.428926374
666,4.239759306
667,3.807750189
668,2.247456094
669,3.435253998
670,3.849745648
671,3.135776913
672,2.798160395
673,2.521034445
674,2.521382943
675,3.297868596
676,2.941413799
677,3.165802916
678,2.915419085
679,3.827307792
680,2.58281128
681,-0.060818554
682,0.22074875
683,-1.388036659
684,-2.166958631
685,-2.621662467
686,-2.418286052
687,-1.823656644
688,-1.937692273
689,-0.665700886
690,-1.679231522
691,-1.252600354
692,-2.453222048
693,-2.49832433
694,-1.457148612
695,0.391261419
696,1.233680979
697,2.89196228
698,0.985914004
699,-1.588473869
700,-1.893536402
701,0.655361523
702,0.482086132
703,0.668604065
704,2.282062908
705,3.755764104
706,4.916196108
707,4.009848072
708,3.39703062
709,3.114387512
710,3.321313694
711,2.480277094
712,2.724278994
713,2.879645341
714,1.796414409
715,1.859901835
716,0.567490395
717,-0.719109034
718,-0.091021457
719,0.671973292
720,-0.909511021
721,0.679126398
722,0.137254593
723,0.833944475
724,1.495391478
725,1.227808588
726,2.663273384
727,2.133779619
728,1.163809546
729,1.921933336
730,2.093694676
731,1.117726352
732,0.072923129
733,2.211675634
734,1.070948776
735,-0.966982402
736,-3.116975002
737,-3.472510362
738,-3.19638691
739,-1.72886975
740,-1.72477269
741,1.324949075
742,2.354103943
743,1.930063227
744,3.13031014
745,4.367427004
746,2.866204425
747,1.360002097
748,1.537872559
749,1.393767207
750,0.93444116
751,0.01753446
752,1.308393997
753,-1.065046911
754,-2.504626351
755,-1.599459089
756,-1.181973667
757,-1.507642596
758,-2.848522692
759,-2.067134504
760,-1.517121955
761,-0.229758741
762,0.562539119
763,0.838378768
764,0.657273275
765,1.09023143
766,0.170876954
767,0.736204097
768,0.532260316
769,1.520023184
770,2.302382049
771,0.249866505
772,1.116065503
773,2.200519432
774,3.671027114
775,3.00406483
776,3.903265219
777,3.387559071
778,3.413495045
779,0.717450833
780,0.877578544
781,0.180504661
782,-1.105865856
783,-1.616826564
784,-1.985440329
785,-3.455484382
786,-3.935867064
787,-3.363281464
788,-3.284812105
789,-2.168964311
790,-1.868657555
791,-2.11038027
792,-2.47008355
793,-1.194897133
794,-1.892039629
795,-1.17057523
796,0.340604221
797,0.925791144
798,2.510240682
799,1.363373028
800,0.692778843
801,2.895520304
802,2.68012663
803,2.464755616
804,2.027059081
805,0.775297753
806,-0.563739768
807,0.473525614
808,0.39960741
809,-0.591021946
810,-2.100837576
811,-3.654958777
812,-3.135737175
813,-2.384751431
814,-3.470718562
815,-3.252378713
816,-3.445701428
817,-1.746175655
818,-0.970116969
819,-0.651721454
820,-1.524567412
821,-0.7551955
822,-0.326240643
823,-0.83320909
824,-0.557925936
825,-0.847955706
826,-0.420022632
827,0.085413696
828,1.149708353
829,0.812617899
830,-0.965086052
831,-1.520018202
832,-0.613580534
833,0.948356736
834,-1.405354358
835,-0.252700131
836,0.247173991
837,-0.58196947
838,-0.769885693
839,-0.353479774
840,-0.820153632
841,-1.07942454
842,-1.183316329
843,-0.856072425
844,1.383197842
845,2.281015998
846,1.809470203
847,1.050899093
848,1.394060892
849,1.268020584
850,1.482504804
851,1.707665585
852,2.796965432
853,2.838748789
854,1.9000146
855,2.314268049
856,4.265186118
857,3.098315739
858,3.138127759
859,4.233878708
860,5.01735478
861,4.058720537
862,3.24498022
863,3.409791591
864,4.121980159
865,5.539085304
866,5.572446164
867,7.114540914
868,5.945412362
869,4.429109365
870,2.672617781
871,2.050307527
872,3.296095415
873,2.566574173
874,2.456689362
875,3.377258127
876,1.206842267
877,1.701752806
878,1.175150621
879,1.5193229
880,0.712746889
881,0.185857341
882,0.641184773
883,-0.170830608
884,-0.191642518
885,-1.239998617
886,-0.823144945
887,-0.886216988
888,-0.18121598
889,-0.191680177
890,-0.599302355
891,-0.354739032
892,1.041540129
893,1.76966221
894,0.500621583
895,-0.555443058
896,-0.068756645
897,-2.283032802
898,-2.078376861
899,-3.019869007
900,-2.71256686
901,-2.849168702
902,-2.323530665
903,-2.304275106
904,-0.669645182
905,-0.276754257
906,-0.855135878
907,-1.773158962
908,-1.001404763
909,-0.563029435
910,-0.467727987
911,0.234012127
912,-1.506980681
913,-1.280870597
914,-0.371772732
915,-0.904245107
916,-0.691961821
917,-0.715124365
918,-1.355706704
919,-1.380221308
920,0.735210992
921,1.754011497
922,3.12144128
923,2.948459646
924,4.157119441
925,3.981033823
926,3.728691849
927,3.168252646
928,1.380430956
929,1.492427437
930,2.912860738
931,1.119835509
932,1.370366412
933,0.975249118
934,1.47633329
935,0.715605883
936,-0.492734709
937,-0.516245313
938,-0.534165425
939,0.285960647
940,-0.34332141
941,1.159990518
942,1.327279338
943,2.477289944
944,1.290571993
945,1.340278336
946,0.585449468
947,1.007422343
948,0.910700079
949,0.251681725
950,-0.840595956
951,-1.088518532
952,-1.242859009
953,1.612102589
954,1.912418708
955,0.469271891
956,-0.074441967
957,0.800465966
958,0.031721428
959,-0.1819952
960,-2.623823401
961,-0.84870646
962,-0.445610727
963,-1.269263991
964,-0.016682683
965,0.804724457
966,0.443510315
967,0.822026822
968,0.996281571
969,1.889396707
970,1.070239181
971,2.079663218
972,0.562749001
973,0.397202717
974,-1.113548611
975,-0.33267648
976,0.940679514
977,0.594813706
978,1.22682692
979,1.195996472
980,0.012630243
981,0.216340769
982,2.082286838
983,1.949358137
984,3.047470669
985,1.968134572
986,3.157652747
987,2.461806803
988,4.097536793
989,3.686701845
990,4.505123804
991,4.588894615
992,4.258020424
993,3.84396003
994,3.443808619
995,2.638051484
996,1.865272461
997,0.890174553
998,1.616828479
999,2.155303394
1000,3.082424076
1001,2.178599633
1002,1.328503303
1003,0.666136296
1004,1.506952908
1005,2.250271287
1006,2.417904471
1007,0.968132013
1008,-0.114648613
1009,0.925345943
1010,0.634486062
1011,2.621036616
1012,1.431295837
1013,0.245502385
1014,1.390940675
1015,2.021941351
1016,1.191653086
1017,2.574094296
1018,4.198801722
1019,3.083687487
1020,2.484873277
1021,1.870366583
1022,2.28759799
1023,3.013686242
1024,1.218713554
1025,1.335196815
1026,0.93071038
1027,-0.620193005
1028,-2.407386038
1029,-0.451158539
1030,1.118770167
1031,1.386334776
1032,1.929033048
1033,2.720867038
1034,2.939553041
1035,1.226474196
1036,1.03447029
1037,-1.139479188
1038,-1.765436481
1039,-1.680636624
1040,-1.948774735
1041,-1.169353331
1042,-0.881816276
1043,-1.934279278
1044,-2.868825717
1045,-1.949661917
1046,-3.466644605
1047,-2.556147424
1048,-1.342366309
1049,-2.583841199
1050,-1.502037787
1051,-2.56490999
1052,-0.904656542
1053,-0.212553869
1054,1.174585124
1055,0.030426764
1056,-1.187222876
1057,1.138674046
1058,0.401938802
1059,0.949590051
1060,0.90414235
1061,1.183514304
1062,0.786608105
1063,-0.097821982
1064,0.447559691
1065,0.489777505
1066,-0.361441782
1067,0.146994803
1068,-0.768268563
1069,-0.894429181
1070,-2.036018746
1071,-1.694083299
1072,-1.308888143
1073,-0.130043322
1074,0.315585621
1075,0.409168318
1076,0.686119686
1077,-0.014548819
1078,-0.078992642
1079,-1.24072202
1080,-1.022562344
1081,-1.18747092
1082,-0.455906884
1083,-1.265090487
1084,-1.100460407
1085,-0.282232639
1086,-0.232082717
1087,1.035140077
1088,-0.600987007
1089,-0.433297087
1090,-1.230034579
1091,-1.144694521
1092,0.595950535
1093,1.46408936
1094,0.846350798
1095,1.279390319
1096,0.990519583
1097,1.022676543
1098,1.396613412
1099,1.633910791
1100,0.428195745
1101,0.232175385
1102,-0.884950785
1103,2.019704051
1104,1.916790006
1105,2.299926651
1106,2.1047471
1107,4.31565818
1108,4.387907376
1109,3.636354801
1110,3.563401331
1111,2.592520933
1112,4.915038445
1113,3.439212249
1114,3.360596618
1115,4.388559276
1116,4.613715303
1117,5.127803566
1118,4.668351936
1119,5.082265444
1120,4.743935011
1121,3.086800503
1122,2.614136468
1123,1.52319148
1124,2.89026459
1125,3.330517127
1126,3.324539254
1127,2.793161629
1128,2.096698634
1129,1.533181248
1130,1.334907383
1131,0.73377889
1132,1.471450266
1133,0.747158829
1134,0.285279703
1135,0.553206169
1136,0.680947278
1137,0.44464335
1138,-0.769152306
1139,0.121530185
1140,-1.333742671
1141,-1.533746238
1142,-2.023442366
1143,-2.936523766
1144,-3.471189655
1145,-3.99709509
1146,-4.938920214
1147,-4.449353885
1148,-5.002367484
1149,-3.893454781
1150,-4.18168169
1151,-3.881343382
1152,-1.853504652
1153,-1.922834518
1154,-1.875577351
1155,-0.700438999
1156,-0.580918822
1157,-0.151716314
1158,0.716870199
1159,0.267519226
1160,1.905774299
1161,0.952876476
1162,1.809132832
1163,0.728050851
1164,1.194750637
1165,3.424679393
1166,2.990784939
1167,0.174483873
1168,-1.382882724
1169,-0.499938154
1170,0.641093078
1171,-0.012748483
1172,-0.599045743
1173,0.348572663
1174,1.601958119
1175,0.505395112
1176,1.277754345
1177,1.564759946
1178,2.673910831
1179,2.473291011
1180,1.745655193
1181,1.66730534
1182,-0.14836202
1183,1.489850525
1184,2.430129279
1185,-0.045080957
1186,-0.782146513
1187,0.203260717
1188,-0.672955254
1189,-0.859260239
1190,-1.708807185
1191,-1.477411517
1192,-0.902417104
1193,-1.074599577
1194,-1.086431837
1195,0.042744403
1196,-0.427489753
1197,-0.315931603
1198,0.020477485
1199,-0.951395391
1200,-1.304776716
1201,-0.827730332
1202,-0.674205853
1203,0.603705898
1204,-0.137067837
1205,0.636591774
1206,0.744162295
1207,-0.556873576
1208,0.812555058
1209,-0.727699984
1210,0.664341373
1211,2.482167542
1212,2.609771558
1213,3.104583553
1214,2.891566544
1215,0.786303041
1216,0.908122171
1217,0.014055106
1218,1.879735601
1219,0.526066766
1220,1.47997443
1221,1.628144454
1222,0.829051643
1223,1.460078972
1224,1.704957787
1225,0.759247274
1226,2.238253867
1227,2.144329701
1228,4.150137947
1229,3.794422013
1230,4.474678718
1231,3.859445295
1232,4.365675666
1233,2.72289895
1234,4.692081024
1235,5.196511334
1236,3.80589655
1237,4.038883004
1238,4.297334542
1239,3.243279147
1240,2.60998342
1241,3.766307052
1242,2.062090688
1243,1.382362224
1244,2.274307713
1245,2.653586064
1246,2.535050184
1247,3.181038509
1248,2.552385613
1249,2.345928982
1250,2.312538377
1251,1.588910245
1252,3.056972457
1253,2.32085729
1254,2.895064649
1255,3.806798681
1256,5.434262822
1257,6.403489921
1258,6.983634667
1259,4.616202762
1260,3.160210675
1261,3.091591809
1262,2.904403638
1263,3.541563633
1264,2.61208563
1265,1.846208122
1266,1.249220621
1267,2.778051692
1268,3.944588734
1269,4.670133625
1270,4.167088271
1271,3.925514547
1272,3.052109706
1273,3.274627465
1274,6.337120498
1275,4.964795456
1276,4.182768062
1277,3.148117633
1278,4.231129504
1279,4.503116088
1280,2.897492627
1281,2.953355093
1282,3.466553801
1283,4.782689084
1284,4.650611568
1285,3.754295508
1286,4.191563313
1287,3.974177836
1288,4.001025141
1289,4.149078748
1290,5.960877958
1291,6.042661438
1292,4.055115403
1293,4.349107768
1294,2.412501864
1295,1.705209492
1296,2.018604092
1297,5.054439347
1298,4.959820857
1299,4.442660382
1300,4.374714417
1301,3.823171191
1302,5.555227631
1303,5.917282981
1304,4.780965307
1305,3.084212301
1306,3.493919745
1307,3.374333139
1308,4.199573253
1309,3.286754545
1310,4.22882864
1311,3.495389791
1312,3.377738648
1313,1.811659136
1314,2.182624271
1315,1.734421001
1316,1.66079601
1317,2.87921752
1318,2.650336997
1319,1.875269744
1320,2.165947805
1321,1.340409113
1322,0.718028755
1323,0.75275976
1324,0.904015008
1325,2.289115219
1326,2.978592993
1327,2.186718573
1328,3.976516248
1329,3.612545996
1330,2.08124983
1331,2.003830268
1332,1.881055505
1333,3.101213195
1334,3.550828159
1335,3.698874335
1336,5.238325867
1337,2.966660615
1338,0.757767156
1339,-0.232692498
1340,0.746862067
1341,0.668127699
1342,1.887910718
1343,1.902256642
1344,4.093037573
1345,3.83719028
1346,4.063619682
1347,4.81656507
1348,3.988974514
1349,1.574427504
1350,2.225035832
1351,1.059516186
1352,0.746964776
1353,0.406438337
1354,2.442550516
1355,2.474278428
1356,1.646980791
1357,0.158751917
1358,0.66726353
1359,2.124808085
1360,0.469848452
1361,1.021903372
1362,1.715673671
1363,2.521508912
1364,2.978797632
1365,2.667002095
1366,1.538768711
1367,0.679034862
1368,1.407610972
1369,0.843275415
1370,1.142635389
1371,0.762947645
1372,0.78746643
1373,1.529125647
1374,-0.160308755
1375,-2.040635419
1376,-0.634962353
1377,0.989014625
1378,0.060105928
1379,0.064506032
1380,0.130508152
1381,-1.403333216
1382,-1.532590916
1383,-0.910490447
1384,-0.374801555
1385,-0.613852863
1386,-1.291527665
1387,-0.555368009
1388,0.211130241
1389,-1.235757733
1390,-1.309490556
1391,-1.232501556
1392,0.276188572
1393,-0.586374033
1394,-1.067480482
1395,-0.025369911
1396,0.456751942
1397,0.531564254
1398,1.521865099
1399,-0.078879212
1400,0.259488386
1401,0.183689206
1402,-0.31358282
1403,-0.20212455
1404,-0.480603647
1405,-0.232540362
1406,0.841169784
1407,1.207712664
1408,0.625746017
1409,0.731623732
1410,1.890300866
1411,0.968082254
1412,0.291293893
1413,0.783188262
1414,0.849398458
1415,0.764073486
1416,1.262024185
1417,3.082238681
1418,2.502939438
1419,2.415540269
1420,3.991505114
1421,3.546007206
1422,3.786716622
1423,4.236181955
1424,3.078027834
1425,4.061792485
1426,3.454401977
1427,3.286134994
1428,2.751405042
1429,2.416207788
1430,3.041366106
1431,1.365110039
1432,-0.387581878
1433,-0.598431427
1434,0.475396712
1435,-0.21853412
1436,1.005394532
1437,1.091370875
1438,1.425195752
1439,2.626818879
1440,1.91131487
1441,-0.204256357
1442,-1.299964498
1443,0.468723057
1444,1.930549787
1445,1.97598853
1446,2.200844678
1447,1.637803771
1448,1.87171225
1449,3.727406995
1450,2.796919128
1451,1.9669739
1452,1.499371493
1453,2.156311944
1454,1.534578603
1455,0.648451958
1456,-1.967497222
1457,-4.147048328
1458,-4.080898155
1459,-4.043952331
1460,-4.794072969
1461,-2.317932859
1462,-3.340789948
1463,-2.998159526
1464,-2.2044858
1465,-4.276139428
1466,-4.802097471
1467,-6.938149368
1468,-6.812019614
1469,-4.914376989
1470,-5.214866763
1471,-4.229741307
1472,-5.295398577
1473,-3.85614176
1474,-4.610785862
1475,-4.379729358
1476,-4.027813636
1477,-4.184591879
1478,-1.90961042
1479,-1.919350215
1480,-2.761669392
1481,-3.068931345
1482,-2.368038704
1483,-2.929367431
1484,-1.808691067
1485,-3.661954279
1486,-4.405818202
1487,-4.245519289
1488,-3.56202953
1489,-3.928856633
1490,-4.901051492
1491,-5.871242547
1492,-5.236599061
1493,-5.870325328
1494,-5.528903001
1495,-3.455485716
1496,-2.523186157
1497,-1.610517562
1498,-2.413466148
1499,-3.775596479
1500,-2.760184363
1501,-1.867629275
1502,-1.106554373
1503,-0.898999238
1504,-1.426007221
1505,-0.795275576
1506,0.019559025
1507,-0.219818392
1508,-0.536067731
1509,-1.37253489
1510,-0.354280269
1511,-3.244480764
1512,-3.673208176
1513,-2.41046993
1514,-0.290527779
1515,0.829085539
1516,-3.183101692
1517,-3.041972271
1518,-2.477801465
1519,-3.595580375
1520,-3.569633982
1521,-2.198853554
1522,0.001475404
1523,-0.191513925
1524,-1.81663335
1525,-0.835027659
1526,1.014795731
1527,-0.970964988
1528,-1.541696505
1529,-1.397672431
1530,-1.046360712
1531,-0.577483786
1532,-1.85995889
1533,-1.261150136
1534,-0.892909631
1535,-1.492209712
1536,-0.630910241
1537,0.508706282
1538,0.28557293
1539,0.716772298
1540,0.246456749
1541,0.841846039
1542,0.429864807
1543,1.50079044
1544,0.813966175
1545,-0.218946902
1546,-1.1957519
1547,-2.017205817
1548,-1.681679951
1549,-1.846433562
1550,-1.220061678
1551,-1.127946917
1552,-0.957023868
1553,-0.594402643
1554,-1.458924717
1555,-1.632422005
1556,-0.694464683
1557,-0.990890452
1558,-1.130301811
1559,1.32673171
1560,-0.184255923
1561,-0.462616309
1562,-2.226744507
1563,-2.413280156
1564,-2.209858929
1565,-3.268663142
1566,-2.883035346
1567,-2.164493295
1568,-1.006911385
1569,-1.831492987
1570,-1.936449306
1571,-1.190830106
1572,-1.565966625
1573,-0.854150978
1574,1.098278255
1575,1.147278725
1576,2.397056876
1577,2.564040171
1578,1.930599107
1579,1.924141842
1580,1.405142602
1581,0.467443738
1582,2.023409467
1583,2.761539919
1584,0.973262603
1585,2.729372799
1586,4.058963888
1587,4.557694743
1588,4.768733338
1589,4.912060727
1590,4.256006079
1591,5.492295809
1592,5.406277379
1593,6.079953345
1594,6.259566124
1595,5.102431432
1596,5.936591902
1597,4.878232661
1598,3.148515165
1599,2.906920315
1600,3.795501476
1601,2.068442468
1602,3.057842035
